dt;region1075;region1076;region1077;region1125;region1126;region1127;region1128;region1129;region1130;region1131;region1132;region1172;region1173;region1174;region1175;region1176;region1177;region1178;region1179;region1180;region1181;region1182;region1183;region1184;region1221;region1222;region1223;region1224;region1225;region1227;region1228;region1229;region1230;region1231;region1232;region1233;region1234;region1235;region1272;region1273;region1274;region1278;region1279;region1280;region1281;region1282;region1283;region1284;region1285;region1286;region1287;region1326;region1327;region1331;region1332;region1333;region1334;region1335;region1336;region1337;region1338;region1339;region1376;region1377;region1378;region1380;region1382;region1383;region1384;region1385;region1386;region1387;region1388;region1389;region1390;region1426;region1431;region1434;region1435;region1436;region1437;region1438;region1439;region1441;region1442;region1480;region1482;region1483;region1530;region1532;region1533;region1580;region1630;region1684;region1733;region1734;region1783;region2068;region2069;region2118;region2119;region2168;pred_region1075;pred_region1076;pred_region1077;pred_region1125;pred_region1126;pred_region1127;pred_region1128;pred_region1129;pred_region1130;pred_region1131;pred_region1132;pred_region1172;pred_region1173;pred_region1174;pred_region1175;pred_region1176;pred_region1177;pred_region1178;pred_region1179;pred_region1180;pred_region1181;pred_region1182;pred_region1183;pred_region1184;pred_region1221;pred_region1222;pred_region1223;pred_region1224;pred_region1225;pred_region1227;pred_region1228;pred_region1229;pred_region1230;pred_region1231;pred_region1232;pred_region1233;pred_region1234;pred_region1235;pred_region1272;pred_region1273;pred_region1274;pred_region1278;pred_region1279;pred_region1280;pred_region1281;pred_region1282;pred_region1283;pred_region1284;pred_region1285;pred_region1286;pred_region1287;pred_region1326;pred_region1327;pred_region1331;pred_region1332;pred_region1333;pred_region1334;pred_region1335;pred_region1336;pred_region1337;pred_region1338;pred_region1339;pred_region1376;pred_region1377;pred_region1378;pred_region1380;pred_region1382;pred_region1383;pred_region1384;pred_region1385;pred_region1386;pred_region1387;pred_region1388;pred_region1389;pred_region1390;pred_region1426;pred_region1431;pred_region1434;pred_region1435;pred_region1436;pred_region1437;pred_region1438;pred_region1439;pred_region1441;pred_region1442;pred_region1480;pred_region1482;pred_region1483;pred_region1530;pred_region1532;pred_region1533;pred_region1580;pred_region1630;pred_region1684;pred_region1733;pred_region1734;pred_region1783;pred_region2068;pred_region2069;pred_region2118;pred_region2119;pred_region2168
2016-05-01 00:00:00;71.0;64.0;52.0;81.0;259.0;535.0;691.0;994.0;1100.0;193.0;27.0;25.0;77.0;28.0;15.0;64.0;1179.0;1052.0;796.0;863.0;695.0;873.0;142.0;6.0;18.0;45.0;36.0;41.0;8.0;697.0;1334.0;992.0;1258.0;881.0;1143.0;780.0;329.0;96.0;26.0;50.0;20.0;32.0;30.0;248.0;552.0;751.0;188.0;40.0;275.0;171.0;84.0;142.0;162.0;33.0;299.0;493.0;222.0;32.0;34.0;72.0;31.0;18.0;91.0;67.0;31.0;22.0;16.0;182.0;434.0;143.0;39.0;38.0;40.0;18.0;35.0;32.0;24.0;1.0;11.0;31.0;35.0;8.0;7.0;6.0;7.0;13.0;27.0;13.0;22.0;22.0;45.0;3.0;7.0;0.0;3.0;60.0;94.0;42.0;7.0;146.0;4.0;85.0;74.3369064331;70.386932373;65.6574172974;81.2036056519;242.143447876;480.888671875;627.860839844;938.988647461;969.931945801;184.383743286;32.2001266479;14.830201149;48.3737411499;26.7420539856;11.142788887;57.0330924988;1104.93469238;1013.26525879;735.285339355;853.882995605;696.140075684;745.045410156;138.985488892;9.9205827713;13.0639247894;37.3751525879;28.0636539459;34.8784751892;6.58538198471;664.627685547;1200.97424316;918.492614746;1178.39709473;879.799377441;1144.42553711;747.078674316;360.711242676;108.287315369;21.3245391846;40.0358161926;15.7389755249;26.6390953064;32.3184814453;246.007125854;551.982177734;789.838989258;191.126449585;43.0078773499;276.247955322;185.957443237;85.2841110229;120.95615387;127.533500671;40.8543434143;345.16192627;488.385955811;274.764831543;51.3498687744;35.4053649902;77.6322784424;37.4626274109;14.5454368591;80.0501785278;56.3387680054;25.1241550446;17.0376987457;19.423116684;213.687561035;447.876312256;152.530960083;40.1846313477;38.3926048279;31.68359375;14.7644205093;24.4765090942;29.257314682;21.4871711731;2.53171467781;9.97002315521;30.947177887;34.1755142212;8.68253326416;6.96509218216;5.71600818634;6.6105465889;12.1372928619;21.4983730316;13.4278392792;23.541387558;17.724521637;35.121219635;3.37613010406;6.49155664444;3.73935079575;4.79225540161;80.6495132446;114.223869324;41.6599617004;10.6308927536;137.921310425;9.40418434143;76.0985641479
2016-05-01 01:00:00;37.0;39.0;13.0;38.0;121.0;465.0;686.0;1024.0;1292.0;310.0;6.0;26.0;41.0;30.0;6.0;57.0;1419.0;1371.0;632.0;669.0;441.0;590.0;121.0;2.0;18.0;21.0;32.0;29.0;7.0;866.0;1420.0;891.0;1022.0;713.0;1005.0;545.0;171.0;55.0;18.0;22.0;20.0;32.0;15.0;120.0;398.0;601.0;118.0;26.0;176.0;131.0;45.0;130.0;121.0;22.0;226.0;240.0;106.0;9.0;26.0;84.0;35.0;15.0;98.0;51.0;39.0;21.0;11.0;111.0;324.0;122.0;31.0;33.0;26.0;24.0;26.0;44.0;24.0;0.0;6.0;36.0;20.0;12.0;18.0;5.0;8.0;18.0;32.0;10.0;19.0;25.0;34.0;4.0;7.0;0.0;0.0;3.0;9.0;21.0;7.0;50.0;0.0;35.0;42.9075317383;41.5255737305;24.4663200378;42.8097229004;120.666473389;429.310302734;623.953430176;963.822265625;1058.53796387;262.940124512;13.315747261;15.1792764664;37.3618011475;28.3169956207;5.49264526367;51.4348983765;1257.82885742;1232.39147949;595.896728516;682.297607422;453.206420898;537.884887695;123.586029053;4.64832162857;13.0639247894;19.0339374542;25.7759342194;27.368062973;6.13156270981;771.118713379;1260.17297363;831.684753418;991.209228516;728.934020996;1025.61755371;556.577636719;206.155853271;65.49559021;15.880812645;20.7851085663;15.7389755249;26.6390953064;18.957195282;137.874603271;409.067260742;634.827636719;122.09539032;28.8185882568;199.643600464;145.617675781;55.3206100464;113.584716797;101.316749573;30.5018596649;272.815673828;272.223480225;154.994018555;16.1017799377;26.7512702942;86.9883041382;41.1390647888;13.5096473694;85.2738952637;44.6350364685;31.2255001068;16.4667243958;14.4744758606;138.857650757;324.811645508;129.34979248;32.9402313232;35.1835174561;22.5427398682;17.1670379639;20.0365409851;39.983039856;21.4871711731;0.858641803265;7.36155414581;34.5931358337;23.2958068848;11.3324356079;12.4582157135;5.25131225586;7.0597243309;16.4787349701;24.409570694;10.9530076981;20.590013504;20.0913848877;26.2891960144;4.05005645752;6.49155664444;3.73935079575;2.92928981781;14.6848134995;27.083065033;23.2996730804;10.6308927536;71.3575973511;0.90175229311;44.6704368591
2016-05-01 02:00:00;10.0;46.0;8.0;34.0;86.0;410.0;621.0;843.0;1368.0;327.0;5.0;14.0;16.0;17.0;2.0;77.0;1372.0;1351.0;428.0;594.0;325.0;468.0;105.0;2.0;14.0;25.0;22.0;26.0;3.0;1001.0;1260.0;785.0;818.0;533.0;810.0;363.0;82.0;50.0;15.0;22.0;7.0;21.0;11.0;94.0;238.0;388.0;41.0;12.0;124.0;71.0;33.0;113.0;91.0;10.0;180.0;180.0;69.0;5.0;20.0;68.0;17.0;13.0;83.0;43.0;26.0;11.0;7.0;86.0;238.0;99.0;18.0;23.0;24.0;14.0;31.0;24.0;20.0;0.0;10.0;29.0;21.0;6.0;5.0;4.0;6.0;7.0;28.0;11.0;15.0;24.0;35.0;6.0;12.0;0.0;0.0;1.0;2.0;2.0;0.0;7.0;0.0;0.0;14.9686918259;49.3582839966;20.0733394623;39.0448188782;85.6890716553;386.416687012;572.007568359;808.192749023;1088.74816895;273.684234619;12.4258165359;10.0052719116;16.9661064148;18.5496482849;2.61524128914;66.6969223022;1230.26062012;1220.29370117;409.48046875;612.35534668;384.012634277;441.224029541;111.060783386;4.64832162857;10.1195812225;22.2159614563;19.2624034882;24.9950122833;4.23379230499;837.186096191;1147.43823242;738.364868164;816.168029785;555.712036133;844.550292969;386.090606689;113.73740387;60.3092193604;13.7484474182;20.7851085663;6.62560462952;18.7592945099;15.0980949402;107.38848877;258.82925415;421.329223633;46.2916030884;13.9795618057;142.251144409;84.3182373047;42.5003089905;101.956970215;79.1777496338;18.7860088348;210.627349854;206.191467285;109.750915527;8.90057849884;20.741104126;74.3009109497;23.7408885956;12.7684574127;73.9038162231;38.3107452393;21.1919231415;10.345041275;10.5836400986;111.303901672;238.889602661;105.186126709;19.5455932617;27.5415077209;21.2300548553;12.8711977005;22.4898757935;22.1451301575;19.1498451233;0.858641803265;9.49375152588;29.451374054;24.1138801575;7.33632993698;6.02033233643;4.80076217651;6.15316581726;7.9322052002;22.0682239532;11.735367775;16.2222309113;19.2990341187;27.076084137;5.53549432755;9.38466835022;3.73935079575;2.92928981781;12.4394836426;16.0091724396;8.21530914307;3.34491157532;19.626209259;0.90175229311;16.7535591125
2016-05-01 03:00:00;14.0;25.0;6.0;23.0;59.0;241.0;355.0;591.0;1250.0;342.0;4.0;7.0;14.0;10.0;0.0;39.0;1013.0;920.0;319.0;435.0;203.0;370.0;125.0;1.0;7.0;25.0;15.0;21.0;8.0;859.0;966.0;545.0;611.0;418.0;662.0;187.0;54.0;33.0;9.0;10.0;6.0;17.0;17.0;87.0;227.0;307.0;14.0;6.0;86.0;63.0;23.0;52.0;43.0;10.0;130.0;119.0;34.0;4.0;3.0;33.0;15.0;17.0;65.0;37.0;16.0;6.0;5.0;44.0;182.0;67.0;15.0;17.0;24.0;10.0;17.0;28.0;18.0;1.0;5.0;24.0;16.0;8.0;7.0;5.0;5.0;11.0;29.0;9.0;15.0;33.0;45.0;8.0;15.0;0.0;1.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;19.0893917084;26.560174942;18.3740978241;28.5868301392;60.4515571594;242.746932983;343.188049316;572.674133301;1040.73376465;283.012207031;11.5368299484;6.07543754578;15.4215984344;14.3057165146;1.10883390903;36.1255073547;981.110351562;906.315063477;306.906463623;460.191253662;268.329345703;360.715148926;126.605148315;3.11704897881;5.26867294312;22.2159614563;14.1262865067;20.9155006409;6.58538198471;767.273498535;910.538452148;522.215942383;628.313781738;441.632263184;700.103393555;210.343658447;84.8504714966;42.8906021118;8.80816173553;10.6015052795;5.91994476318;15.9196653366;20.8504638672;99.8343811035;248.541366577;343.422027588;20.7710914612;7.47093391418;99.7541275024;76.2626113892;30.6143226624;49.6787185669;40.8080329895;18.7860088348;152.809265137;136.193984985;63.9452438354;7.05224323273;6.28815603256;41.1824836731;21.6981697083;14.2008037567;59.4896469116;33.4100799561;13.2418222427;7.1431055069;8.68024253845;64.3920288086;187.962661743;73.8866882324;16.7866363525;22.2404460907;21.2300548553;10.646736145;15.2418746948;25.6849250793;17.9507389069;2.53171467781;6.62513971329;25.6279315948;19.8847923279;8.68253326416;6.96509218216;5.25131225586;5.68473625183;10.5199327469;22.6443405151;10.2166023254;16.2222309113;26.5189189911;35.121219635;7.15980005264;10.7892398834;3.73935079575;3.5376355648;11.3194932938;12.6864566803;6.72974920273;3.34491157532;28.0716209412;0.90175229311;16.7535591125
2016-05-01 04:00:00;6.0;20.0;4.0;22.0;64.0;148.0;155.0;297.0;701.0;191.0;2.0;3.0;6.0;9.0;4.0;18.0;481.0;386.0;242.0;240.0;176.0;316.0;116.0;2.0;4.0;15.0;14.0;15.0;1.0;405.0;479.0;308.0;379.0;353.0;512.0;153.0;28.0;18.0;8.0;8.0;7.0;13.0;14.0;58.0;140.0;160.0;24.0;3.0;52.0;42.0;20.0;39.0;31.0;3.0;134.0;65.0;22.0;1.0;10.0;40.0;16.0;14.0;53.0;20.0;9.0;3.0;4.0;30.0;111.0;34.0;12.0;17.0;18.0;13.0;21.0;32.0;30.0;3.0;8.0;28.0;24.0;4.0;9.0;8.0;10.0;12.0;19.0;12.0;19.0;30.0;28.0;9.0;25.0;0.0;0.0;6.0;0.0;0.0;0.0;24.0;0.0;1.0;10.8767747879;21.4651470184;16.7091407776;27.6300907135;64.9940032959;154.943649292;160.848510742;291.223480225;687.383300781;182.98260498;9.76173591614;3.6038403511;9.44383049011;13.3869018555;4.07818174362;18.8785228729;496.579467773;404.167236328;234.629425049;273.433746338;236.466217041;315.484527588;119.750839233;4.64832162857;3.34172129631;14.265501976;13.3585338593;15.9098701477;3.24294543266;407.966491699;454.712280273;332.756195068;410.68145752;377.07119751;551.637451172;176.001037598;58.38230896;27.910949707;7.99045419693;8.81643199921;6.62560462952;13.1412086487;18.0007781982;71.666305542;167.811782837;208.405929565;30.1315078735;4.18543052673;65.3512573242;55.4298248291;26.8527889252;37.2035255432;30.7913913727;11.8131065369;157.035766602;73.2113494873;47.5874671936;1.39360940456;11.753080368;48.3002929688;22.7210559845;13.1489200592;49.5561485291;18.7225399017;7.77107381821;5.23271799088;7.74191379547;48.7325630188;129.111083984;44.6945724487;14.0961332321;22.2404460907;17.2979125977;12.3490905762;17.473815918;29.257314682;24.8174705505;5.44559669495;8.49795818329;28.6959762573;26.4860687256;5.98356866837;7.93126010895;6.68665218353;7.94561195374;11.3029785156;17.1726799011;12.561173439;20.590013504;24.0939292908;21.6507472992;8.00710010529;14.8088407516;3.73935079575;2.92928981781;18.0658054352;12.6864566803;6.72974920273;3.34491157532;42.5190925598;0.90175229311;17.4364643097
2016-05-01 05:00:00;8.0;12.0;6.0;5.0;46.0;44.0;44.0;85.0;160.0;27.0;0.0;1.0;9.0;11.0;1.0;5.0;109.0;99.0;110.0;108.0;133.0;132.0;81.0;1.0;1.0;5.0;2.0;10.0;1.0;112.0;143.0;107.0;201.0;151.0;230.0;82.0;23.0;11.0;5.0;5.0;3.0;6.0;9.0;33.0;108.0;75.0;18.0;4.0;39.0;26.0;14.0;18.0;14.0;2.0;43.0;29.0;23.0;4.0;4.0;29.0;12.0;7.0;18.0;2.0;9.0;2.0;1.0;28.0;73.0;48.0;12.0;12.0;8.0;8.0;14.0;12.0;12.0;0.0;2.0;13.0;12.0;9.0;5.0;5.0;7.0;14.0;8.0;7.0;11.0;10.0;15.0;11.0;11.0;0.0;0.0;9.0;2.0;9.0;0.0;41.0;3.0;57.0;12.9186162949;13.6101064682;18.3740978241;11.2909317017;48.9442481995;61.7273712158;59.4575500488;104.916183472;186.797210693;35.1718482971;7.99057340622;2.3242161274;11.6359539032;15.1409044266;1.86714935303;8.70703697205;124.269493103;127.129455566;113.728401184;152.541442871;180.991638184;159.068634033;90.7816314697;3.11704897881;1.52186620235;6.53231334686;4.00044822693;11.6878671646;3.24294543266;107.361328125;148.543777466;144.314208984;243.722015381;181.174163818;282.687408447;104.571899414;53.3440818787;21.0810546875;5.55221748352;6.09868812561;3.83895206451;7.99313735962;13.1401672363;51.5533256531;138.512619019;134.775665283;24.5015525818;5.28283929825;53.1953010559;39.9459266663;19.0820064545;17.1921958923;16.1734333038;10.8119869232;79.1190872192;31.325296402;48.9630584717;7.05224323273;7.02560472488;37.0311584473;18.6128940582;9.66976737976;19.4811210632;3.25870156288;7.77107381821;4.60238075256;4.98936462402;46.4992218018;100.195968628;56.6788635254;14.0961332321;17.4645519257;10.8100986481;9.38849163055;13.4135017395;11.5059766769;14.2528963089;0.858641803265;4.09172153473;16.8884506226;16.2495288849;9.35136985779;6.02033233643;5.25131225586;6.6105465889;13.0210475922;9.3565454483;8.89108276367;11.8130626678;8.66430282593;12.1923542023;9.73961257935;8.90005588531;3.73935079575;2.92928981781;21.4616928101;16.0091724396;13.5745859146;3.34491157532;62.2064666748;7.45281028748;61.1086807251
2016-05-01 06:00:00;10.0;16.0;7.0;23.0;68.0;44.0;31.0;60.0;64.0;22.0;0.0;2.0;13.0;3.0;0.0;7.0;70.0;66.0;71.0;102.0;186.0;147.0;45.0;5.0;2.0;5.0;7.0;10.0;3.0;68.0;103.0;113.0;122.0;147.0;190.0;105.0;54.0;36.0;1.0;4.0;2.0;10.0;15.0;62.0;117.0;138.0;19.0;9.0;60.0;73.0;22.0;7.0;2.0;3.0;82.0;64.0;63.0;10.0;22.0;38.0;15.0;2.0;5.0;5.0;3.0;6.0;5.0;72.0;124.0;67.0;28.0;20.0;6.0;13.0;15.0;2.0;20.0;1.0;4.0;24.0;22.0;10.0;4.0;3.0;5.0;12.0;14.0;12.0;19.0;10.0;7.0;11.0;7.0;0.0;0.0;5.0;3.0;68.0;14.0;152.0;5.0;127.0;14.9686918259;17.4908542633;19.2194690704;28.5868301392;68.6725616455;61.7273712158;48.4774208069;84.6994171143;108.385726929;30.0948867798;7.99057340622;2.96705007553;14.6544914246;6.00443267822;1.10883390903;10.4402065277;86.4310684204;96.7714004517;79.2459259033;147.067153931;248.534851074;171.843032837;56.5661354065;8.72815513611;2.1160299778;6.53231334686;7.95831680298;11.6878671646;4.23379230499;66.2863464355;115.590049744;150.321731567;170.962478638;177.440795898;246.966720581;127.638183594;84.8504714966;45.9350776672;2.34550380707;5.18275785446;3.16105937958;11.0231876373;18.957195282;75.2455368042;146.726470947;189.011642456;25.4370517731;10.735871315;73.1135482788;86.340385437;29.3700408936;7.09090900421;5.54691410065;11.8131065369;107.776817322;72.0442733765;102.103385925;17.8536071777;22.6956615448;46.2873420715;21.6981697083;5.30598068237;7.30807685852;5.77768707275;3.25595664978;7.1431055069;8.68024253845;95.7179336548;139.412658691;73.8866882324;29.7537250519;24.9532165527;9.52932453156;12.3490905762;14.0397939682;2.8338727951;19.1498451233;2.53171467781;5.8368229866;25.6279315948;24.9182262421;10.016418457;5.55692005157;4.36461496353;5.68473625183;11.3029785156;13.4860134125;12.561173439;20.590013504;8.66430282593;6.8619389534;9.73961257935;6.49155664444;3.73935079575;2.92928981781;16.9371166229;17.6437511444;65.8539123535;13.3149461746;142.460678101;11.2437152863;100.191993713
2016-05-01 07:00:00;21.0;48.0;16.0;18.0;69.0;49.0;52.0;93.0;85.0;25.0;4.0;3.0;9.0;11.0;3.0;9.0;55.0;77.0;127.0;168.0;266.0;185.0;49.0;10.0;3.0;3.0;9.0;12.0;1.0;45.0;106.0;144.0;189.0;158.0;265.0;155.0;100.0;57.0;4.0;4.0;1.0;15.0;16.0;98.0;177.0;221.0;27.0;27.0;107.0;87.0;42.0;4.0;3.0;16.0;133.0;136.0;125.0;16.0;39.0;70.0;17.0;7.0;1.0;9.0;0.0;7.0;24.0;136.0;226.0;128.0;53.0;47.0;23.0;21.0;12.0;4.0;20.0;2.0;14.0;31.0;30.0;3.0;13.0;3.0;3.0;11.0;10.0;15.0;20.0;4.0;9.0;3.0;6.0;0.0;1.0;18.0;6.0;88.0;15.0;160.0;28.0;122.0;26.3442287445;51.6348152161;27.1970348358;23.7958927155;69.5982818604;65.998878479;66.3154525757;111.476043701;124.878143311;33.1343536377;11.5368299484;3.6038403511;11.6359539032;15.1409044266;3.35246396065;12.0910863876;72.00340271;106.842880249;128.969467163;206.62928772;333.790557861;204.242111206;60.6058197021;13.9134407043;2.72275042534;5.04465150833;9.51483154297;13.3795557022;3.24294543266;45.6915016174;118.027175903;181.110275269;232.59526062;187.726333618;314.572387695;178.020294189;132.434295654;67.5759277344;4.74528694153;5.18275785446;2.49300551414;14.5254077911;19.9072418213;111.832588196;201.981842041;263.335113525;32.96144104;29.8589000702;122.749343872;100.569595337;52.2703475952;4.40818166733;6.44186592102;24.690290451;155.972442627;155.893051147;176.925811768;27.9514427185;41.1431083679;75.9796066284;23.7408885956;9.66976737976;3.41793894768;9.182970047;1.08363127708;7.78380918503;27.2709255219;165.88684082;227.641036987;135.867706299;46.3489685059;43.0838432312;20.5738449097;16.0165138245;12.1056032181;4.54426717758;19.1498451233;4.06442070007;11.3570232391;30.947177887;30.8707008362;5.30655670166;9.91519069672;4.36461496353;4.56692886353;10.5199327469;10.6956272125;15.2732095718;21.6154441833;4.46209478378;8.15560150146;3.37613010406;5.84223747253;3.73935079575;3.5376355648;31.7307167053;22.4416122437;84.7834472656;13.425485611;148.420013428;31.9026908875;97.5071563721
2016-05-01 08:00:00;17.0;61.0;24.0;15.0;89.0;75.0;91.0;130.0;107.0;40.0;9.0;4.0;22.0;15.0;4.0;18.0;67.0;147.0;179.0;184.0;375.0;260.0;135.0;25.0;2.0;4.0;12.0;12.0;1.0;76.0;159.0;276.0;308.0;256.0;328.0;281.0;280.0;118.0;7.0;7.0;2.0;32.0;32.0;156.0;317.0;335.0;57.0;52.0;190.0;195.0;72.0;12.0;5.0;21.0;211.0;289.0;204.0;54.0;60.0;82.0;35.0;9.0;2.0;0.0;5.0;8.0;25.0;185.0;362.0;192.0;57.0;45.0;35.0;18.0;20.0;1.0;25.0;5.0;13.0;48.0;62.0;13.0;19.0;10.0;9.0;12.0;20.0;18.0;11.0;11.0;17.0;9.0;7.0;2.0;7.0;130.0;33.0;70.0;10.0;76.0;7.0;104.0;22.1937122345;66.8042449951;34.7977218628;20.9141407013;88.5946502686;88.6064682007;100.802345276;142.361557007;142.557006836;48.627204895;15.9910907745;4.23381900787;21.6379985809;17.6986846924;4.07818174362;18.8785228729;83.539680481;172.010314941;176.264129639;221.313262939;418.480865479;268.110931396;133.972320557;25.9658164978;2.1160299778;5.78537607193;11.8145923615;13.3795557022;3.24294543266;73.5961761475;161.994476318;305.046813965;343.782318115;281.633514404;373.27835083;304.951568604;314.914703369;130.788070679;7.17505645752;7.91569805145;3.16105937958;26.6390953064;33.9284744263;180.45413208;332.981781006;370.101165771;61.7508392334;54.41147995;209.668869019;209.43560791;77.9545593262;11.6348733902;8.22675228119;29.5405864716;251.647125244;322.977966309;258.419403076;75.0475616455;65.6046829224;85.4965286255;41.1390647888;10.9046936035;4.39674758911;1.59886825085;4.73791408539;8.42515468597;28.2277793884;216.701705933;365.693267822;211.289077759;47.8838806152;42.1632766724;28.4359035492;14.7644205093;16.9345569611;1.98408985138;22.0576267242;7.75033473969;10.8978729248;41.4668540955;47.6513710022;11.982093811;12.9711732864;7.71001768112;7.50370311737;11.3029785156;17.6901855469;18.2820930481;11.8130626678;9.38853645325;13.5872716904;8.00710010529;6.49155664444;8.20894050598;7.4536113739;160.461212158;59.0548362732;67.7463760376;12.2378511429;93.1887054443;14.5995883942;87.4167785645
2016-05-01 09:00:00;23.0;83.0;64.0;27.0;112.0;129.0;162.0;233.0;191.0;56.0;22.0;12.0;32.0;24.0;10.0;21.0;115.0;203.0;260.0;325.0;513.0;386.0;165.0;23.0;3.0;5.0;15.0;36.0;6.0;107.0;263.0;411.0;494.0;340.0;413.0;456.0;413.0;217.0;7.0;10.0;10.0;30.0;53.0;159.0;494.0;585.0;99.0;84.0;305.0;298.0;120.0;14.0;12.0;59.0;288.0;505.0;340.0;89.0;89.0;131.0;69.0;14.0;6.0;5.0;7.0;5.0;9.0;285.0;531.0;283.0;62.0;81.0;48.0;47.0;28.0;2.0;27.0;14.0;17.0;52.0;68.0;19.0;22.0;10.0;15.0;14.0;27.0;25.0;25.0;11.0;25.0;16.0;11.0;0.0;5.0;159.0;133.0;61.0;5.0;82.0;12.0;70.0;28.4219112396;91.0039978027;81.1143188477;32.4049568176;111.460952759;137.349029541;167.648666382;232.577529907;213.718948364;65.6634216309;27.6728553772;8.94279956818;29.863363266;23.5521659851;8.15779209137;21.0697402954;130.129821777;225.315811157;251.459182739;354.197021484;512.739746094;374.00994873;154.731658936;24.4325294495;2.72275042534;6.53231334686;14.1262865067;31.8499202728;5.66898298264;102.590499878;252.785675049;414.306335449;519.050842285;364.211364746;454.674102783;475.232666016;433.94052124;217.677780151;7.17505645752;10.6015052795;8.76202583313;25.2183570862;48.0126838684;182.691665649;498.566680908;618.460144043;103.155433655;83.0634689331;300.806091309;300.7550354;109.534706116;13.4756155014;14.4197769165;63.4561080933;337.098968506;497.756286621;360.950134277;93.0611801147;87.5082931519;114.331764221;68.1180725098;13.1489200592;8.27005672455;5.77768707275;6.24386310577;6.50383663177;12.5173149109;308.431762695;529.155090332;301.09765625;49.6611442566;58.7441864014;36.8099365234;31.1588630676;21.0223255157;2.8338727951;23.1805686951;12.9848327637;12.7143783569;43.4716796875;49.9626426697;15.7208185196;14.5117397308;7.71001768112;10.2236843109;13.0210475922;21.4983730316;23.7349357605;26.0430240631;9.38853645325;19.390619278;13.9632778168;8.90005588531;3.73935079575;6.09756708145;190.783081055;146.601242065;59.2505226135;9.08959960938;97.3348617554;21.2726631165;68.2704925537
